name,rating,rank,season_week,ranking_id,season,week
Air Force,1.3195944742904364,50,1983.005,20,1983,5.000000000109139
Alabama,19.005007386925165,5,1983.005,20,1983,5.000000000109139
Arizona,18.572541794013283,7,1983.005,20,1983,5.000000000109139
Arizona State,12.66003599894929,24,1983.005,20,1983,5.000000000109139
Arkansas,10.14810174582022,29,1983.005,20,1983,5.000000000109139
Army,-17.647255182252163,105,1983.005,20,1983,5.000000000109139
Auburn,17.854083847938977,8,1983.005,20,1983,5.000000000109139
BYU,11.969303887299922,26,1983.005,20,1983,5.000000000109139
Ball State,-15.121514435515603,99,1983.005,20,1983,5.000000000109139
Baylor,-0.5348694446512414,59,1983.005,20,1983,5.000000000109139
Boston College,7.858460004220593,33,1983.005,20,1983,5.000000000109139
Bowling Green,-4.4249476267628935,75,1983.005,20,1983,5.000000000109139
Cal State Fullerton,-7.960664740235603,86,1983.005,20,1983,5.000000000109139
California,1.5786571911655862,49,1983.005,20,1983,5.000000000109139
Central Michigan,-7.7249266513251555,85,1983.005,20,1983,5.000000000109139
Cincinnati,1.9408475988386868,45,1983.005,20,1983,5.000000000109139
Clemson,15.704689071127977,14,1983.005,20,1983,5.000000000109139
Colorado,-2.376227122937367,64,1983.005,20,1983,5.000000000109139
Colorado State,-13.762754250438508,94,1983.005,20,1983,5.000000000109139
Drake,-26.24882642384998,112,1983.005,20,1983,5.000000000109139
Duke,-0.3325015230771306,58,1983.005,20,1983,5.000000000109139
East Carolina,0.8791815758419914,51,1983.005,20,1983,5.000000000109139
Eastern Michigan,-22.291470318386352,108,1983.005,20,1983,5.000000000109139
Florida,15.292093384967083,17,1983.005,20,1983,5.000000000109139
Florida State,17.595546556146935,9,1983.005,20,1983,5.000000000109139
Fresno State,2.8644205367628235,41,1983.005,20,1983,5.000000000109139
Georgia,20.00006988071412,3,1983.005,20,1983,5.000000000109139
Georgia Tech,2.803825789555793,42,1983.005,20,1983,5.000000000109139
Hawai'i,0.5513036861720506,53,1983.005,20,1983,5.000000000109139
Houston,-2.6849057261265736,67,1983.005,20,1983,5.000000000109139
Illinois,11.29152656729093,28,1983.005,20,1983,5.000000000109139
Illinois State,-24.272930570693173,110,1983.005,20,1983,5.000000000109139
Indiana,-5.593535785718553,79,1983.005,20,1983,5.000000000109139
Indiana State,-7.654823797467807,84,1983.005,20,1983,5.000000000109139
Iowa,13.760952297747496,22,1983.005,20,1983,5.000000000109139
Iowa State,-6.543595224212677,82,1983.005,20,1983,5.000000000109139
Kansas,-0.0528685707265079,57,1983.005,20,1983,5.000000000109139
Kansas State,0.4273436972152034,54,1983.005,20,1983,5.000000000109139
Kent State,-26.054932085527845,111,1983.005,20,1983,5.000000000109139
Kentucky,0.1223879750373329,55,1983.005,20,1983,5.000000000109139
LSU,19.503566220888224,4,1983.005,20,1983,5.000000000109139
Long Beach State,-1.978516823180156,61,1983.005,20,1983,5.000000000109139
Louisiana,-12.456384359130125,92,1983.005,20,1983,5.000000000109139
Louisville,-3.6626750729153694,70,1983.005,20,1983,5.000000000109139
Maryland,16.55754317555358,13,1983.005,20,1983,5.000000000109139
Memphis,-5.722777485492459,80,1983.005,20,1983,5.000000000109139
Miami,15.01222260523114,19,1983.005,20,1983,5.000000000109139
Miami (OH),-8.13652040665164,87,1983.005,20,1983,5.000000000109139
Michigan,14.70959672123242,21,1983.005,20,1983,5.000000000109139
Michigan State,2.094288013516889,44,1983.005,20,1983,5.000000000109139
Minnesota,-11.894889509679311,91,1983.005,20,1983,5.000000000109139
Mississippi State,6.748025790455343,35,1983.005,20,1983,5.000000000109139
Missouri,5.511993659032431,37,1983.005,20,1983,5.000000000109139
NC State,-5.335249524226899,78,1983.005,20,1983,5.000000000109139
Navy,-4.641876679741297,76,1983.005,20,1983,5.000000000109139
Nebraska,31.853210548257607,1,1983.005,20,1983,5.000000000109139
New Mexico,1.7027335141480129,48,1983.005,20,1983,5.000000000109139
New Mexico State,-20.300576562204952,107,1983.005,20,1983,5.000000000109139
North Carolina,15.541400358918992,15,1983.005,20,1983,5.000000000109139
North Texas,-16.208943560619982,102,1983.005,20,1983,5.000000000109139
Northern Illinois,-6.5108595445593895,81,1983.005,20,1983,5.000000000109139
Northwestern,-14.71188568240694,98,1983.005,20,1983,5.000000000109139
Notre Dame,8.516160550273687,31,1983.005,20,1983,5.000000000109139
Ohio,-20.281118773800763,106,1983.005,20,1983,5.000000000109139
Ohio State,17.57445096235532,10,1983.005,20,1983,5.000000000109139
Oklahoma,17.04208633641652,11,1983.005,20,1983,5.000000000109139
Oklahoma State,6.925319282791696,34,1983.005,20,1983,5.000000000109139
Ole Miss,-2.4786195416649868,66,1983.005,20,1983,5.000000000109139
Oregon,-5.039353316504821,77,1983.005,20,1983,5.000000000109139
Oregon State,-14.377770907477649,96,1983.005,20,1983,5.000000000109139
Pacific,-12.88389049082322,93,1983.005,20,1983,5.000000000109139
Penn State,14.851112756193814,20,1983.005,20,1983,5.000000000109139
Pittsburgh,18.725699194515784,6,1983.005,20,1983,5.000000000109139
Purdue,-8.647640040828946,88,1983.005,20,1983,5.000000000109139
Rice,-16.460046995800358,103,1983.005,20,1983,5.000000000109139
Richmond,-26.45377714648163,113,1983.005,20,1983,5.000000000109139
Rutgers,-9.425948042304256,89,1983.005,20,1983,5.000000000109139
SMU,13.234055287977204,23,1983.005,20,1983,5.000000000109139
San Diego State,1.9040941609094304,46,1983.005,20,1983,5.000000000109139
San José State,4.903437030619372,39,1983.005,20,1983,5.000000000109139
South Carolina,0.8216420907142508,52,1983.005,20,1983,5.000000000109139
Southern Illinois,-14.60815985685661,97,1983.005,20,1983,5.000000000109139
Southern Miss,12.50359802886979,25,1983.005,20,1983,5.000000000109139
Stanford,3.924841256715944,40,1983.005,20,1983,5.000000000109139
Syracuse,-4.059768549686391,72,1983.005,20,1983,5.000000000109139
TCU,-4.147966778667966,73,1983.005,20,1983,5.000000000109139
Temple,2.582838413698582,43,1983.005,20,1983,5.000000000109139
Tennessee,8.476149141225092,32,1983.005,20,1983,5.000000000109139
Texas,20.56219934917577,2,1983.005,20,1983,5.000000000109139
Texas A&M,-6.87393432815312,83,1983.005,20,1983,5.000000000109139
Texas Tech,-1.7391140471038886,60,1983.005,20,1983,5.000000000109139
Toledo,-3.9583161482527736,71,1983.005,20,1983,5.000000000109139
Tulane,1.8795481977689827,47,1983.005,20,1983,5.000000000109139
Tulsa,9.317986925205298,30,1983.005,20,1983,5.000000000109139
UCLA,15.287263659467309,18,1983.005,20,1983,5.000000000109139
UNLV,-4.3496803404390665,74,1983.005,20,1983,5.000000000109139
USC,15.34703296940526,16,1983.005,20,1983,5.000000000109139
UTEP,-15.421726997058164,100,1983.005,20,1983,5.000000000109139
Utah,0.0457636607186096,56,1983.005,20,1983,5.000000000109139
Utah State,-10.473394411024422,90,1983.005,20,1983,5.000000000109139
Vanderbilt,5.642884280750412,36,1983.005,20,1983,5.000000000109139
Virginia,-2.1273846907550187,63,1983.005,20,1983,5.000000000109139
Virginia Tech,-2.444470684962059,65,1983.005,20,1983,5.000000000109139
Wake Forest,-3.497920352653366,69,1983.005,20,1983,5.000000000109139
Washington,11.498415573842788,27,1983.005,20,1983,5.000000000109139
Washington State,-2.870617850349161,68,1983.005,20,1983,5.000000000109139
West Texas A&M,-23.21976742242408,109,1983.005,20,1983,5.000000000109139
West Virginia,16.968455390924717,12,1983.005,20,1983,5.000000000109139
Western Michigan,-14.158349966666394,95,1983.005,20,1983,5.000000000109139
Wichita State,-15.72500111243998,101,1983.005,20,1983,5.000000000109139
William & Mary,-16.592133143740774,104,1983.005,20,1983,5.000000000109139
Wisconsin,5.275653850950754,38,1983.005,20,1983,5.000000000109139
Wyoming,-2.084667279129497,62,1983.005,20,1983,5.000000000109139
Air Force,2.295469236477869,44,1983.006,21,1983,6.0000000000854925
Alabama,19.368045635255893,4,1983.006,21,1983,6.0000000000854925
Arizona,15.45186748448258,17,1983.006,21,1983,6.0000000000854925
Arizona State,12.659734649917242,24,1983.006,21,1983,6.0000000000854925
Arkansas,10.326358343714404,26,1983.006,21,1983,6.0000000000854925
Army,-18.327220435918168,105,1983.006,21,1983,6.0000000000854925
Auburn,18.214049433390308,8,1983.006,21,1983,6.0000000000854925
BYU,13.380707657157956,21,1983.006,21,1983,6.0000000000854925
Ball State,-13.994130003123384,95,1983.006,21,1983,6.0000000000854925
Baylor,2.074971111785757,46,1983.006,21,1983,6.0000000000854925
Boston College,8.16363214358069,32,1983.006,21,1983,6.0000000000854925
Bowling Green,-5.072370438193502,74,1983.006,21,1983,6.0000000000854925
Cal State Fullerton,-6.074065921721939,80,1983.006,21,1983,6.0000000000854925
California,3.063536452803984,42,1983.006,21,1983,6.0000000000854925
Central Michigan,-8.319976508154102,86,1983.006,21,1983,6.0000000000854925
Cincinnati,1.7169120951862773,48,1983.006,21,1983,6.0000000000854925
Clemson,15.78725472330779,16,1983.006,21,1983,6.0000000000854925
Colorado,-5.066379639824305,73,1983.006,21,1983,6.0000000000854925
Colorado State,-13.04510065727431,92,1983.006,21,1983,6.0000000000854925
Drake,-31.24804729462471,113,1983.006,21,1983,6.0000000000854925
Duke,-2.994113184494001,66,1983.006,21,1983,6.0000000000854925
East Carolina,5.26467238465559,38,1983.006,21,1983,6.0000000000854925
Eastern Michigan,-19.640085498177044,107,1983.006,21,1983,6.0000000000854925
Florida,16.868656496259682,12,1983.006,21,1983,6.0000000000854925
Florida State,17.991992203126536,9,1983.006,21,1983,6.0000000000854925
Fresno State,-0.5042008844875419,60,1983.006,21,1983,6.0000000000854925
Georgia,19.851295330812352,3,1983.006,21,1983,6.0000000000854925
Georgia Tech,1.6344114136315646,50,1983.006,21,1983,6.0000000000854925
Hawai'i,1.5415124860790534,51,1983.006,21,1983,6.0000000000854925
Houston,-5.247356613735622,75,1983.006,21,1983,6.0000000000854925
Illinois,14.48731314623789,18,1983.006,21,1983,6.0000000000854925
Illinois State,-19.65436394972261,108,1983.006,21,1983,6.0000000000854925
Indiana,-6.86515501385602,82,1983.006,21,1983,6.0000000000854925
Indiana State,-13.050245853326302,93,1983.006,21,1983,6.0000000000854925
Iowa,9.917922966859903,29,1983.006,21,1983,6.0000000000854925
Iowa State,-10.385658520378197,89,1983.006,21,1983,6.0000000000854925
Kansas,-0.2257139102271335,58,1983.006,21,1983,6.0000000000854925
Kansas State,-0.3965987430109527,59,1983.006,21,1983,6.0000000000854925
Kent State,-22.800656044821707,110,1983.006,21,1983,6.0000000000854925
Kentucky,0.1451428386629327,56,1983.006,21,1983,6.0000000000854925
LSU,16.830078672574647,13,1983.006,21,1983,6.0000000000854925
Long Beach State,-1.6209740946115403,63,1983.006,21,1983,6.0000000000854925
Louisiana,-13.082496683939455,94,1983.006,21,1983,6.0000000000854925
Louisville,-7.006091118777869,84,1983.006,21,1983,6.0000000000854925
Maryland,16.42100532974021,15,1983.006,21,1983,6.0000000000854925
Memphis,-5.74322923606718,77,1983.006,21,1983,6.0000000000854925
Miami,19.004110288681588,5,1983.006,21,1983,6.0000000000854925
Miami (OH),-8.414563234703618,88,1983.006,21,1983,6.0000000000854925
Michigan,14.295413341802083,19,1983.006,21,1983,6.0000000000854925
Michigan State,0.2596729067818142,55,1983.006,21,1983,6.0000000000854925
Minnesota,-14.119400237298295,96,1983.006,21,1983,6.0000000000854925
Mississippi State,7.239588622818574,36,1983.006,21,1983,6.0000000000854925
Missouri,4.776173862239967,40,1983.006,21,1983,6.0000000000854925
NC State,-0.19952331568191,57,1983.006,21,1983,6.0000000000854925
Navy,-4.0356037288541176,70,1983.006,21,1983,6.0000000000854925
Nebraska,31.73036973766232,1,1983.006,21,1983,6.0000000000854925
New Mexico,2.073268327859932,47,1983.006,21,1983,6.0000000000854925
New Mexico State,-16.17066339622785,102,1983.006,21,1983,6.0000000000854925
North Carolina,16.582632797823234,14,1983.006,21,1983,6.0000000000854925
North Texas,-15.882771384703622,99,1983.006,21,1983,6.0000000000854925
Northern Illinois,-3.763069178594488,67,1983.006,21,1983,6.0000000000854925
Northwestern,-18.331010815535528,106,1983.006,21,1983,6.0000000000854925
Notre Dame,10.292607871684549,27,1983.006,21,1983,6.0000000000854925
Ohio,-19.920041842062112,109,1983.006,21,1983,6.0000000000854925
Ohio State,18.60659608943324,6,1983.006,21,1983,6.0000000000854925
Oklahoma,17.11324948442109,11,1983.006,21,1983,6.0000000000854925
Oklahoma State,7.624326356636322,34,1983.006,21,1983,6.0000000000854925
Ole Miss,-4.020228060833047,69,1983.006,21,1983,6.0000000000854925
Oregon,-5.959560581697135,79,1983.006,21,1983,6.0000000000854925
Oregon State,-17.643439099853396,104,1983.006,21,1983,6.0000000000854925
Pacific,-15.354262938191717,98,1983.006,21,1983,6.0000000000854925
Penn State,13.328743549720754,22,1983.006,21,1983,6.0000000000854925
Pittsburgh,18.21506829348972,7,1983.006,21,1983,6.0000000000854925
Purdue,-6.866519898561984,83,1983.006,21,1983,6.0000000000854925
Rice,-16.971371652019357,103,1983.006,21,1983,6.0000000000854925
Richmond,-26.149778721270383,112,1983.006,21,1983,6.0000000000854925
Rutgers,-8.000692696145943,85,1983.006,21,1983,6.0000000000854925
SMU,12.293924273920648,25,1983.006,21,1983,6.0000000000854925
San Diego State,1.637050083698517,49,1983.006,21,1983,6.0000000000854925
San José State,4.130258471840467,41,1983.006,21,1983,6.0000000000854925
South Carolina,4.932501909272139,39,1983.006,21,1983,6.0000000000854925
Southern Illinois,-16.07523306757915,100,1983.006,21,1983,6.0000000000854925
Southern Miss,13.64527575524786,20,1983.006,21,1983,6.0000000000854925
Stanford,2.428863932617146,43,1983.006,21,1983,6.0000000000854925
Syracuse,-4.789843436341771,72,1983.006,21,1983,6.0000000000854925
TCU,-5.341757029037041,76,1983.006,21,1983,6.0000000000854925
Temple,2.186325602134618,45,1983.006,21,1983,6.0000000000854925
Tennessee,8.02525120852119,33,1983.006,21,1983,6.0000000000854925
Texas,20.079461556579066,2,1983.006,21,1983,6.0000000000854925
Texas A&M,-5.935964398608951,78,1983.006,21,1983,6.0000000000854925
Texas Tech,-2.2727172535820745,65,1983.006,21,1983,6.0000000000854925
Toledo,-0.681748961820773,62,1983.006,21,1983,6.0000000000854925
Tulane,0.5762935873391837,53,1983.006,21,1983,6.0000000000854925
Tulsa,8.253714360438623,31,1983.006,21,1983,6.0000000000854925
UCLA,13.2055373805024,23,1983.006,21,1983,6.0000000000854925
UNLV,-4.198498820292827,71,1983.006,21,1983,6.0000000000854925
USC,10.271403257074631,28,1983.006,21,1983,6.0000000000854925
UTEP,-16.109208038562407,101,1983.006,21,1983,6.0000000000854925
Utah,-1.676273313162555,64,1983.006,21,1983,6.0000000000854925
Utah State,-8.329846815018769,87,1983.006,21,1983,6.0000000000854925
Vanderbilt,6.8581759052276,37,1983.006,21,1983,6.0000000000854925
Virginia,-0.6281640390809236,61,1983.006,21,1983,6.0000000000854925
Virginia Tech,1.40312069957192,52,1983.006,21,1983,6.0000000000854925
Wake Forest,-6.702406470291643,81,1983.006,21,1983,6.0000000000854925
Washington,9.753333052296274,30,1983.006,21,1983,6.0000000000854925
Washington State,-3.8200570768602566,68,1983.006,21,1983,6.0000000000854925
West Texas A&M,-23.16895194184941,111,1983.006,21,1983,6.0000000000854925
West Virginia,17.3184506800725,10,1983.006,21,1983,6.0000000000854925
Western Michigan,-11.153072035675134,90,1983.006,21,1983,6.0000000000854925
Wichita State,-11.940664948028829,91,1983.006,21,1983,6.0000000000854925
William & Mary,-14.35837802261674,97,1983.006,21,1983,6.0000000000854925
Wisconsin,7.331609903963405,35,1983.006,21,1983,6.0000000000854925
Wyoming,0.4206013120367871,54,1983.006,21,1983,6.0000000000854925
Air Force,5.127181532625558,40,1983.007,22,1983,7.000000000061846
Alabama,18.606688498832085,6,1983.007,22,1983,7.000000000061846
Arizona,15.871978404225295,17,1983.007,22,1983,7.000000000061846
Arizona State,12.661025110975023,25,1983.007,22,1983,7.000000000061846
Arkansas,10.863167786840483,30,1983.007,22,1983,7.000000000061846
Army,-15.708917850382932,100,1983.007,22,1983,7.000000000061846
Auburn,20.22689089643644,3,1983.007,22,1983,7.000000000061846
BYU,16.463747471755624,12,1983.007,22,1983,7.000000000061846
Ball State,-16.289259621060356,102,1983.007,22,1983,7.000000000061846
Baylor,1.723013960280948,49,1983.007,22,1983,7.000000000061846
Boston College,7.358952203350781,35,1983.007,22,1983,7.000000000061846
Bowling Green,-6.290589284369455,80,1983.007,22,1983,7.000000000061846
Cal State Fullerton,-5.300763905989823,76,1983.007,22,1983,7.000000000061846
California,2.27909097541869,46,1983.007,22,1983,7.000000000061846
Central Michigan,-8.904440459787239,86,1983.007,22,1983,7.000000000061846
Cincinnati,3.856152121741976,43,1983.007,22,1983,7.000000000061846
Clemson,14.89000769762326,20,1983.007,22,1983,7.000000000061846
Colorado,-8.489182426131478,84,1983.007,22,1983,7.000000000061846
Colorado State,-12.185897924287431,93,1983.007,22,1983,7.000000000061846
Drake,-31.58282949864132,113,1983.007,22,1983,7.000000000061846
Duke,-5.2014419693484495,75,1983.007,22,1983,7.000000000061846
East Carolina,4.320458382861116,42,1983.007,22,1983,7.000000000061846
Eastern Michigan,-21.94686469265379,110,1983.007,22,1983,7.000000000061846
Florida,17.11793370617589,11,1983.007,22,1983,7.000000000061846
Florida State,17.377085199628944,9,1983.007,22,1983,7.000000000061846
Fresno State,-2.878393899580733,65,1983.007,22,1983,7.000000000061846
Georgia,19.56579840176453,4,1983.007,22,1983,7.000000000061846
Georgia Tech,2.7248615453861085,45,1983.007,22,1983,7.000000000061846
Hawai'i,3.041041346367712,44,1983.007,22,1983,7.000000000061846
Houston,-7.883010819518409,82,1983.007,22,1983,7.000000000061846
Illinois,16.025455209513606,16,1983.007,22,1983,7.000000000061846
Illinois State,-19.84485918707061,106,1983.007,22,1983,7.000000000061846
Indiana,-7.961029604360758,83,1983.007,22,1983,7.000000000061846
Indiana State,-10.006341039832654,90,1983.007,22,1983,7.000000000061846
Iowa,11.544614197960817,27,1983.007,22,1983,7.000000000061846
Iowa State,-8.981327311764451,87,1983.007,22,1983,7.000000000061846
Kansas,-0.5459717917142886,55,1983.007,22,1983,7.000000000061846
Kansas State,-0.6513257558319605,56,1983.007,22,1983,7.000000000061846
Kent State,-23.79184870083572,111,1983.007,22,1983,7.000000000061846
Kentucky,-1.4793954828632998,59,1983.007,22,1983,7.000000000061846
LSU,13.637696756481056,22,1983.007,22,1983,7.000000000061846
Long Beach State,0.1856140914846111,52,1983.007,22,1983,7.000000000061846
Louisiana,-9.601990946960449,88,1983.007,22,1983,7.000000000061846
Louisville,-5.683617048868715,78,1983.007,22,1983,7.000000000061846
Maryland,14.974974056727756,19,1983.007,22,1983,7.000000000061846
Memphis,-4.850150451864102,73,1983.007,22,1983,7.000000000061846
Miami,19.069305517234334,5,1983.007,22,1983,7.000000000061846
Miami (OH),-9.711591166095078,89,1983.007,22,1983,7.000000000061846
Michigan,17.219119893299542,10,1983.007,22,1983,7.000000000061846
Michigan State,-2.862481390103355,64,1983.007,22,1983,7.000000000061846
Minnesota,-14.840725499346526,97,1983.007,22,1983,7.000000000061846
Mississippi State,4.405670885935166,41,1983.007,22,1983,7.000000000061846
Missouri,9.025119040652744,32,1983.007,22,1983,7.000000000061846
NC State,-2.899443268889378,66,1983.007,22,1983,7.000000000061846
Navy,-8.568754006254323,85,1983.007,22,1983,7.000000000061846
Nebraska,30.29293155366387,1,1983.007,22,1983,7.000000000061846
New Mexico,6.07768434919161,39,1983.007,22,1983,7.000000000061846
New Mexico State,-12.143658874794834,92,1983.007,22,1983,7.000000000061846
North Carolina,15.065241093700054,18,1983.007,22,1983,7.000000000061846
North Texas,-13.913141541132848,95,1983.007,22,1983,7.000000000061846
Northern Illinois,-2.833649703247353,63,1983.007,22,1983,7.000000000061846
Northwestern,-20.062298899557124,107,1983.007,22,1983,7.000000000061846
Notre Dame,12.153923919609886,26,1983.007,22,1983,7.000000000061846
Ohio,-21.24623844915146,109,1983.007,22,1983,7.000000000061846
Ohio State,17.509089525598867,8,1983.007,22,1983,7.000000000061846
Oklahoma,16.449547658671655,13,1983.007,22,1983,7.000000000061846
Oklahoma State,10.936460331987174,29,1983.007,22,1983,7.000000000061846
Ole Miss,-4.872510986169498,74,1983.007,22,1983,7.000000000061846
Oregon,-4.580238263428101,71,1983.007,22,1983,7.000000000061846
Oregon State,-17.941787787385053,104,1983.007,22,1983,7.000000000061846
Pacific,-16.69544984622417,103,1983.007,22,1983,7.000000000061846
Penn State,13.294904863807606,23,1983.007,22,1983,7.000000000061846
Pittsburgh,17.548310666129524,7,1983.007,22,1983,7.000000000061846
Purdue,-4.712066518542551,72,1983.007,22,1983,7.000000000061846
Rice,-19.63425211455049,105,1983.007,22,1983,7.000000000061846
Richmond,-26.42816195662599,112,1983.007,22,1983,7.000000000061846
Rutgers,-10.336895752394833,91,1983.007,22,1983,7.000000000061846
SMU,12.903924630108136,24,1983.007,22,1983,7.000000000061846
San Diego State,2.1239719859900363,47,1983.007,22,1983,7.000000000061846
San José State,6.358257627659665,37,1983.007,22,1983,7.000000000061846
South Carolina,1.4126990725315416,50,1983.007,22,1983,7.000000000061846
Southern Illinois,-15.108489166067548,99,1983.007,22,1983,7.000000000061846
Southern Miss,16.186200787760285,15,1983.007,22,1983,7.000000000061846
Stanford,1.0668322870533462,51,1983.007,22,1983,7.000000000061846
Syracuse,-5.720139289604194,79,1983.007,22,1983,7.000000000061846
TCU,-2.5744000410031376,62,1983.007,22,1983,7.000000000061846
Temple,0.1229711229218057,53,1983.007,22,1983,7.000000000061846
Tennessee,10.957475777201058,28,1983.007,22,1983,7.000000000061846
Texas,20.917762413268026,2,1983.007,22,1983,7.000000000061846
Texas A&M,-2.96642246728332,67,1983.007,22,1983,7.000000000061846
Texas Tech,-3.833771365804017,70,1983.007,22,1983,7.000000000061846
Toledo,-1.2843149146977844,58,1983.007,22,1983,7.000000000061846
Tulane,-0.7035801484063029,57,1983.007,22,1983,7.000000000061846
Tulsa,8.243471377206632,33,1983.007,22,1983,7.000000000061846
UCLA,14.267131368038612,21,1983.007,22,1983,7.000000000061846
UNLV,-3.5437934340829536,68,1983.007,22,1983,7.000000000061846
USC,9.924179195046287,31,1983.007,22,1983,7.000000000061846
UTEP,-16.004094048338956,101,1983.007,22,1983,7.000000000061846
Utah,-0.0798193286355712,54,1983.007,22,1983,7.000000000061846
Utah State,-5.648271122706033,77,1983.007,22,1983,7.000000000061846
Vanderbilt,6.097893707888876,38,1983.007,22,1983,7.000000000061846
Virginia,-1.9208836442115524,61,1983.007,22,1983,7.000000000061846
Virginia Tech,1.774201169967697,48,1983.007,22,1983,7.000000000061846
Wake Forest,-6.578069174054716,81,1983.007,22,1983,7.000000000061846
Washington,7.991124432301424,34,1983.007,22,1983,7.000000000061846
Washington State,-3.6184035524217695,69,1983.007,22,1983,7.000000000061846
West Texas A&M,-20.345822826615745,108,1983.007,22,1983,7.000000000061846
West Virginia,16.41090381434313,14,1983.007,22,1983,7.000000000061846
Western Michigan,-14.00779188700133,96,1983.007,22,1983,7.000000000061846
Wichita State,-12.654520873049474,94,1983.007,22,1983,7.000000000061846
William & Mary,-15.000621476215835,98,1983.007,22,1983,7.000000000061846
Wisconsin,7.194303195176415,36,1983.007,22,1983,7.000000000061846
Wyoming,-1.5080383605916694,60,1983.007,22,1983,7.000000000061846
Air Force,3.364213038027473,42,1983.008,23,1983,8.000000000038199
Alabama,16.318253963603752,14,1983.008,23,1983,8.000000000038199
Arizona,13.556508843492194,19,1983.008,23,1983,8.000000000038199
Arizona State,14.826576677877869,17,1983.008,23,1983,8.000000000038199
Arkansas,7.318680490326688,33,1983.008,23,1983,8.000000000038199
Army,-19.491186422822505,107,1983.008,23,1983,8.000000000038199
Auburn,21.2353832571054,3,1983.008,23,1983,8.000000000038199
BYU,19.382247546487555,5,1983.008,23,1983,8.000000000038199
Ball State,-15.058065319080876,100,1983.008,23,1983,8.000000000038199
Baylor,1.3945033192471303,53,1983.008,23,1983,8.000000000038199
Boston College,6.637719557554235,35,1983.008,23,1983,8.000000000038199
Bowling Green,-5.443710342323584,75,1983.008,23,1983,8.000000000038199
Cal State Fullerton,-1.823161699965329,61,1983.008,23,1983,8.000000000038199
California,2.0925724435938053,47,1983.008,23,1983,8.000000000038199
Central Michigan,-7.891186839316113,84,1983.008,23,1983,8.000000000038199
Cincinnati,2.0538566788247263,48,1983.008,23,1983,8.000000000038199
Clemson,13.4624841801842,20,1983.008,23,1983,8.000000000038199
Colorado,-9.763323581019172,89,1983.008,23,1983,8.000000000038199
Colorado State,-10.713465683051664,91,1983.008,23,1983,8.000000000038199
Drake,-30.21176001122619,113,1983.008,23,1983,8.000000000038199
Duke,-4.068892066639609,68,1983.008,23,1983,8.000000000038199
East Carolina,6.028041926779592,37,1983.008,23,1983,8.000000000038199
Eastern Michigan,-21.23265142042112,110,1983.008,23,1983,8.000000000038199
Florida,16.394101422081132,13,1983.008,23,1983,8.000000000038199
Florida State,17.768378901546736,9,1983.008,23,1983,8.000000000038199
Fresno State,-3.4081104237160424,63,1983.008,23,1983,8.000000000038199
Georgia,18.595038718550946,7,1983.008,23,1983,8.000000000038199
Georgia Tech,2.207504116361129,45,1983.008,23,1983,8.000000000038199
Hawai'i,6.490340521058641,36,1983.008,23,1983,8.000000000038199
Houston,-7.939269626418529,85,1983.008,23,1983,8.000000000038199
Illinois,16.543919680854458,12,1983.008,23,1983,8.000000000038199
Illinois State,-16.100972151446197,101,1983.008,23,1983,8.000000000038199
Indiana,-6.368619799332343,81,1983.008,23,1983,8.000000000038199
Indiana State,-9.734229025356502,88,1983.008,23,1983,8.000000000038199
Iowa,11.919489840184117,25,1983.008,23,1983,8.000000000038199
Iowa State,-8.069859639277079,86,1983.008,23,1983,8.000000000038199
Kansas,2.317138810985619,44,1983.008,23,1983,8.000000000038199
Kansas State,-3.916362062514918,67,1983.008,23,1983,8.000000000038199
Kent State,-22.44255518901477,111,1983.008,23,1983,8.000000000038199
Kentucky,1.860206142026373,50,1983.008,23,1983,8.000000000038199
LSU,10.578459949527783,29,1983.008,23,1983,8.000000000038199
Long Beach State,0.7363056002235232,54,1983.008,23,1983,8.000000000038199
Louisiana,-6.489481308260066,82,1983.008,23,1983,8.000000000038199
Louisville,-8.296028477432724,87,1983.008,23,1983,8.000000000038199
Maryland,13.452730542599705,21,1983.008,23,1983,8.000000000038199
Memphis,-3.664852373030421,65,1983.008,23,1983,8.000000000038199
Miami,20.164190144586204,4,1983.008,23,1983,8.000000000038199
Miami (OH),-7.606693137861132,83,1983.008,23,1983,8.000000000038199
Michigan,16.87924651153469,11,1983.008,23,1983,8.000000000038199
Michigan State,-4.532544260194436,74,1983.008,23,1983,8.000000000038199
Minnesota,-17.23422780899023,103,1983.008,23,1983,8.000000000038199
Mississippi State,1.4801244891215148,51,1983.008,23,1983,8.000000000038199
Missouri,9.202232087702088,31,1983.008,23,1983,8.000000000038199
NC State,-4.383294570082208,72,1983.008,23,1983,8.000000000038199
Navy,-10.145307775596237,90,1983.008,23,1983,8.000000000038199
Nebraska,29.92559459378475,1,1983.008,23,1983,8.000000000038199
New Mexico,2.2056768701616853,46,1983.008,23,1983,8.000000000038199
New Mexico State,-13.082907817058633,95,1983.008,23,1983,8.000000000038199
North Carolina,16.99522080194528,10,1983.008,23,1983,8.000000000038199
North Texas,-14.787343554871532,98,1983.008,23,1983,8.000000000038199
Northern Illinois,-0.2032506156830305,55,1983.008,23,1983,8.000000000038199
Northwestern,-19.17471070767101,104,1983.008,23,1983,8.000000000038199
Notre Dame,13.111000281936638,23,1983.008,23,1983,8.000000000038199
Ohio,-20.256157539056723,109,1983.008,23,1983,8.000000000038199
Ohio State,17.95786497596125,8,1983.008,23,1983,8.000000000038199
