name,wins,losses,ties,record,ranking_id,season_week,season
Utah,4,7,0,4-7,609,2013.016,2013
Utah State,7,5,0,7-5,609,2013.016,2013
Vanderbilt,7,4,0,7-4,609,2013.016,2013
Virginia,1,10,0,1-10,609,2013.016,2013
Virginia Tech,7,4,0,7-4,609,2013.016,2013
Wake Forest,3,8,0,3-8,609,2013.016,2013
Washington,7,4,0,7-4,609,2013.016,2013
Washington State,5,6,0,5-6,609,2013.016,2013
West Virginia,3,8,0,3-8,609,2013.016,2013
Western Kentucky,7,4,0,7-4,609,2013.016,2013
Western Michigan,1,10,0,1-10,609,2013.016,2013
Wisconsin,8,3,0,8-3,609,2013.016,2013
Wyoming,4,7,0,4-7,609,2013.016,2013
Air Force,1,10,0,1-10,610,2013.101,2013
Akron,4,7,0,4-7,610,2013.101,2013
Alabama,10,1,0,10-1,610,2013.101,2013
Arizona,6,5,0,6-5,610,2013.101,2013
Arizona State,9,3,0,9-3,610,2013.101,2013
Arkansas,2,9,0,2-9,610,2013.101,2013
Arkansas State,6,5,0,6-5,610,2013.101,2013
Army,2,9,0,2-9,610,2013.101,2013
Auburn,11,1,0,11-1,610,2013.101,2013
BYU,7,4,0,7-4,610,2013.101,2013
Ball State,9,2,0,9-2,610,2013.101,2013
Baylor,10,1,0,10-1,610,2013.101,2013
Boise State,7,4,0,7-4,610,2013.101,2013
Boston College,6,5,0,6-5,610,2013.101,2013
Bowling Green,9,3,0,9-3,610,2013.101,2013
Buffalo,7,5,0,7-5,610,2013.101,2013
California,0,11,0,0-11,610,2013.101,2013
Central Michigan,5,6,0,5-6,610,2013.101,2013
Cincinnati,8,3,0,8-3,610,2013.101,2013
Clemson,8,2,0,8-2,610,2013.101,2013
Colorado,2,8,0,2-8,610,2013.101,2013
Colorado State,7,6,0,7-6,610,2013.101,2013
Duke,9,3,0,9-3,610,2013.101,2013
East Carolina,8,3,0,8-3,610,2013.101,2013
Eastern Michigan,1,10,0,1-10,610,2013.101,2013
Florida,4,7,0,4-7,610,2013.101,2013
Florida Atlantic,6,6,0,6-6,610,2013.101,2013
Florida International,1,10,0,1-10,610,2013.101,2013
Florida State,12,0,0,12-0,610,2013.101,2013
Fresno State,10,2,0,10-2,610,2013.101,2013
Georgia,7,4,0,7-4,610,2013.101,2013
Georgia State,0,9,0,0-9,610,2013.101,2013
Georgia Tech,5,5,0,5-5,610,2013.101,2013
Hawai'i,1,11,0,1-11,610,2013.101,2013
Houston,7,4,0,7-4,610,2013.101,2013
Idaho,1,10,0,1-10,610,2013.101,2013
Illinois,3,8,0,3-8,610,2013.101,2013
Indiana,4,7,0,4-7,610,2013.101,2013
Iowa,7,4,0,7-4,610,2013.101,2013
Iowa State,3,8,0,3-8,610,2013.101,2013
Kansas,2,9,0,2-9,610,2013.101,2013
Kansas State,7,4,0,7-4,610,2013.101,2013
Kent State,3,8,0,3-8,610,2013.101,2013
Kentucky,1,10,0,1-10,610,2013.101,2013
LSU,8,3,0,8-3,610,2013.101,2013
Louisiana,8,4,0,8-4,610,2013.101,2013
Louisiana Tech,3,8,0,3-8,610,2013.101,2013
Louisville,10,1,0,10-1,610,2013.101,2013
Marshall,8,4,0,8-4,610,2013.101,2013
Maryland,6,5,0,6-5,610,2013.101,2013
Massachusetts,1,10,0,1-10,610,2013.101,2013
Memphis,2,9,0,2-9,610,2013.101,2013
Miami,8,3,0,8-3,610,2013.101,2013
Miami (OH),0,12,0,0-12,610,2013.101,2013
Michigan,7,5,0,7-5,610,2013.101,2013
Michigan State,11,1,0,11-1,610,2013.101,2013
Middle Tennessee,7,4,0,7-4,610,2013.101,2013
Minnesota,7,4,0,7-4,610,2013.101,2013
Mississippi State,5,6,0,5-6,610,2013.101,2013
Missouri,10,2,0,10-2,610,2013.101,2013
NC State,2,9,0,2-9,610,2013.101,2013
Navy,7,4,0,7-4,610,2013.101,2013
Nebraska,7,4,0,7-4,610,2013.101,2013
Nevada,3,8,0,3-8,610,2013.101,2013
New Mexico,3,9,0,3-9,610,2013.101,2013
New Mexico State,1,10,0,1-10,610,2013.101,2013
North Carolina,5,6,0,5-6,610,2013.101,2013
North Texas,8,4,0,8-4,610,2013.101,2013
Northern Illinois,11,1,0,11-1,610,2013.101,2013
Northwestern,4,7,0,4-7,610,2013.101,2013
Notre Dame,8,4,0,8-4,610,2013.101,2013
Ohio,6,5,0,6-5,610,2013.101,2013
Ohio State,11,1,0,11-1,610,2013.101,2013
Oklahoma,10,2,0,10-2,610,2013.101,2013
Oklahoma State,9,2,0,9-2,610,2013.101,2013
Ole Miss,6,5,0,6-5,610,2013.101,2013
Oregon,9,2,0,9-2,610,2013.101,2013
Oregon State,6,5,0,6-5,610,2013.101,2013
Penn State,7,5,0,7-5,610,2013.101,2013
Pittsburgh,5,6,0,5-6,610,2013.101,2013
Purdue,0,11,0,0-11,610,2013.101,2013
Rice,10,3,0,10-3,610,2013.101,2013
Rutgers,5,6,0,5-6,610,2013.101,2013
SMU,4,7,0,4-7,610,2013.101,2013
San Diego State,8,4,0,8-4,610,2013.101,2013
San José State,5,6,0,5-6,610,2013.101,2013
South Alabama,6,5,0,6-5,610,2013.101,2013
South Carolina,9,2,0,9-2,610,2013.101,2013
South Florida,2,9,0,2-9,610,2013.101,2013
Southern Miss,1,11,0,1-11,610,2013.101,2013
Stanford,11,2,0,11-2,610,2013.101,2013
Syracuse,5,6,0,5-6,610,2013.101,2013
TCU,3,8,0,3-8,610,2013.101,2013
Temple,2,9,0,2-9,610,2013.101,2013
Tennessee,4,7,0,4-7,610,2013.101,2013
Texas,8,4,0,8-4,610,2013.101,2013
Texas A&M,7,4,0,7-4,610,2013.101,2013
Texas State,5,6,0,5-6,610,2013.101,2013
Texas Tech,6,5,0,6-5,610,2013.101,2013
Toledo,6,5,0,6-5,610,2013.101,2013
Troy,5,6,0,5-6,610,2013.101,2013
Tulane,6,6,0,6-6,610,2013.101,2013
Tulsa,3,9,0,3-9,610,2013.101,2013
UAB,1,10,0,1-10,610,2013.101,2013
UCF,11,1,0,11-1,610,2013.101,2013
UCLA,9,3,0,9-3,610,2013.101,2013
UConn,3,8,0,3-8,610,2013.101,2013
UL Monroe,5,6,0,5-6,610,2013.101,2013
UNLV,6,5,0,6-5,610,2013.101,2013
USC,10,4,0,10-4,610,2013.101,2013
UTEP,2,10,0,2-10,610,2013.101,2013
UTSA,7,5,0,7-5,610,2013.101,2013
Utah,4,7,0,4-7,610,2013.101,2013
Utah State,7,5,0,7-5,610,2013.101,2013
Vanderbilt,7,4,0,7-4,610,2013.101,2013
Virginia,1,10,0,1-10,610,2013.101,2013
Virginia Tech,7,4,0,7-4,610,2013.101,2013
Wake Forest,3,8,0,3-8,610,2013.101,2013
Washington,7,4,0,7-4,610,2013.101,2013
Washington State,5,7,0,5-7,610,2013.101,2013
West Virginia,3,8,0,3-8,610,2013.101,2013
Western Kentucky,7,4,0,7-4,610,2013.101,2013
Western Michigan,1,10,0,1-10,610,2013.101,2013
Wisconsin,8,3,0,8-3,610,2013.101,2013
Wyoming,4,7,0,4-7,610,2013.101,2013
Air Force,1,10,0,1-10,611,2013.102,2013
Akron,4,7,0,4-7,611,2013.102,2013
Alabama,10,1,0,10-1,611,2013.102,2013
Arizona,6,5,0,6-5,611,2013.102,2013
Arizona State,9,3,0,9-3,611,2013.102,2013
Arkansas,2,9,0,2-9,611,2013.102,2013
Arkansas State,6,5,0,6-5,611,2013.102,2013
Army,2,9,0,2-9,611,2013.102,2013
Auburn,11,1,0,11-1,611,2013.102,2013
BYU,7,5,0,7-5,611,2013.102,2013
Ball State,9,2,0,9-2,611,2013.102,2013
Baylor,10,1,0,10-1,611,2013.102,2013
Boise State,7,5,0,7-5,611,2013.102,2013
Boston College,6,5,0,6-5,611,2013.102,2013
Bowling Green,9,4,0,9-4,611,2013.102,2013
Buffalo,7,5,0,7-5,611,2013.102,2013
California,0,11,0,0-11,611,2013.102,2013
Central Michigan,5,6,0,5-6,611,2013.102,2013
Cincinnati,8,4,0,8-4,611,2013.102,2013
Clemson,8,2,0,8-2,611,2013.102,2013
Colorado,2,8,0,2-8,611,2013.102,2013
Colorado State,7,6,0,7-6,611,2013.102,2013
Duke,9,3,0,9-3,611,2013.102,2013
East Carolina,9,3,0,9-3,611,2013.102,2013
Eastern Michigan,1,10,0,1-10,611,2013.102,2013
Florida,4,7,0,4-7,611,2013.102,2013
Florida Atlantic,6,6,0,6-6,611,2013.102,2013
Florida International,1,10,0,1-10,611,2013.102,2013
Florida State,12,0,0,12-0,611,2013.102,2013
Fresno State,10,2,0,10-2,611,2013.102,2013
Georgia,7,4,0,7-4,611,2013.102,2013
Georgia State,0,9,0,0-9,611,2013.102,2013
Georgia Tech,5,5,0,5-5,611,2013.102,2013
Hawai'i,1,11,0,1-11,611,2013.102,2013
Houston,7,4,0,7-4,611,2013.102,2013
Idaho,1,10,0,1-10,611,2013.102,2013
Illinois,3,8,0,3-8,611,2013.102,2013
Indiana,4,7,0,4-7,611,2013.102,2013
Iowa,7,4,0,7-4,611,2013.102,2013
Iowa State,3,8,0,3-8,611,2013.102,2013
Kansas,2,9,0,2-9,611,2013.102,2013
Kansas State,8,4,0,8-4,611,2013.102,2013
Kent State,3,8,0,3-8,611,2013.102,2013
Kentucky,1,10,0,1-10,611,2013.102,2013
LSU,8,3,0,8-3,611,2013.102,2013
Louisiana,8,4,0,8-4,611,2013.102,2013
Louisiana Tech,3,8,0,3-8,611,2013.102,2013
Louisville,11,1,0,11-1,611,2013.102,2013
Marshall,9,4,0,9-4,611,2013.102,2013
Maryland,6,6,0,6-6,611,2013.102,2013
Massachusetts,1,10,0,1-10,611,2013.102,2013
Memphis,2,9,0,2-9,611,2013.102,2013
Miami,8,4,0,8-4,611,2013.102,2013
Miami (OH),0,12,0,0-12,611,2013.102,2013
Michigan,7,6,0,7-6,611,2013.102,2013
Michigan State,11,1,0,11-1,611,2013.102,2013
Middle Tennessee,7,4,0,7-4,611,2013.102,2013
Minnesota,7,5,0,7-5,611,2013.102,2013
Mississippi State,5,6,0,5-6,611,2013.102,2013
Missouri,10,2,0,10-2,611,2013.102,2013
NC State,2,9,0,2-9,611,2013.102,2013
Navy,7,4,0,7-4,611,2013.102,2013
Nebraska,7,4,0,7-4,611,2013.102,2013
Nevada,3,8,0,3-8,611,2013.102,2013
New Mexico,3,9,0,3-9,611,2013.102,2013
New Mexico State,1,10,0,1-10,611,2013.102,2013
North Carolina,6,6,0,6-6,611,2013.102,2013
North Texas,8,4,0,8-4,611,2013.102,2013
Northern Illinois,11,2,0,11-2,611,2013.102,2013
Northwestern,4,7,0,4-7,611,2013.102,2013
Notre Dame,9,4,0,9-4,611,2013.102,2013
Ohio,6,6,0,6-6,611,2013.102,2013
Ohio State,11,1,0,11-1,611,2013.102,2013
Oklahoma,10,2,0,10-2,611,2013.102,2013
Oklahoma State,9,2,0,9-2,611,2013.102,2013
Ole Miss,6,5,0,6-5,611,2013.102,2013
Oregon,9,2,0,9-2,611,2013.102,2013
Oregon State,7,5,0,7-5,611,2013.102,2013
Penn State,7,5,0,7-5,611,2013.102,2013
Pittsburgh,6,6,0,6-6,611,2013.102,2013
Purdue,0,11,0,0-11,611,2013.102,2013
Rice,10,3,0,10-3,611,2013.102,2013
Rutgers,5,7,0,5-7,611,2013.102,2013
SMU,4,7,0,4-7,611,2013.102,2013
San Diego State,8,4,0,8-4,611,2013.102,2013
San José State,5,6,0,5-6,611,2013.102,2013
South Alabama,6,5,0,6-5,611,2013.102,2013
South Carolina,9,2,0,9-2,611,2013.102,2013
South Florida,2,9,0,2-9,611,2013.102,2013
Southern Miss,1,11,0,1-11,611,2013.102,2013
Stanford,11,2,0,11-2,611,2013.102,2013
Syracuse,6,6,0,6-6,611,2013.102,2013
TCU,3,8,0,3-8,611,2013.102,2013
Temple,2,9,0,2-9,611,2013.102,2013
Tennessee,4,7,0,4-7,611,2013.102,2013
Texas,8,4,0,8-4,611,2013.102,2013
Texas A&M,7,4,0,7-4,611,2013.102,2013
Texas State,5,6,0,5-6,611,2013.102,2013
Texas Tech,6,5,0,6-5,611,2013.102,2013
Toledo,6,5,0,6-5,611,2013.102,2013
Troy,5,6,0,5-6,611,2013.102,2013
Tulane,6,6,0,6-6,611,2013.102,2013
Tulsa,3,9,0,3-9,611,2013.102,2013
UAB,1,10,0,1-10,611,2013.102,2013
UCF,11,1,0,11-1,611,2013.102,2013
UCLA,9,3,0,9-3,611,2013.102,2013
UConn,3,8,0,3-8,611,2013.102,2013
UL Monroe,5,6,0,5-6,611,2013.102,2013
UNLV,6,5,0,6-5,611,2013.102,2013
USC,10,4,0,10-4,611,2013.102,2013
UTEP,2,10,0,2-10,611,2013.102,2013
UTSA,7,5,0,7-5,611,2013.102,2013
Utah,4,7,0,4-7,611,2013.102,2013
Utah State,8,5,0,8-5,611,2013.102,2013
Vanderbilt,7,4,0,7-4,611,2013.102,2013
Virginia,1,10,0,1-10,611,2013.102,2013
Virginia Tech,7,4,0,7-4,611,2013.102,2013
Wake Forest,3,8,0,3-8,611,2013.102,2013
Washington,8,4,0,8-4,611,2013.102,2013
Washington State,5,7,0,5-7,611,2013.102,2013
West Virginia,3,8,0,3-8,611,2013.102,2013
Western Kentucky,7,4,0,7-4,611,2013.102,2013
Western Michigan,1,10,0,1-10,611,2013.102,2013
Wisconsin,8,3,0,8-3,611,2013.102,2013
Wyoming,4,7,0,4-7,611,2013.102,2013
Air Force,1,10,0,1-10,612,2013.103,2013
Akron,4,7,0,4-7,612,2013.103,2013
Alabama,10,2,0,10-2,612,2013.103,2013
Arizona,7,5,0,7-5,612,2013.103,2013
Arizona State,9,4,0,9-4,612,2013.103,2013
Arkansas,2,9,0,2-9,612,2013.103,2013
Arkansas State,6,5,0,6-5,612,2013.103,2013
Army,2,9,0,2-9,612,2013.103,2013
Auburn,11,1,0,11-1,612,2013.103,2013
BYU,7,5,0,7-5,612,2013.103,2013
Ball State,9,2,0,9-2,612,2013.103,2013
Baylor,10,2,0,10-2,612,2013.103,2013
Boise State,7,5,0,7-5,612,2013.103,2013
Boston College,6,6,0,6-6,612,2013.103,2013
Bowling Green,9,4,0,9-4,612,2013.103,2013
Buffalo,7,5,0,7-5,612,2013.103,2013
California,0,11,0,0-11,612,2013.103,2013
Central Michigan,5,6,0,5-6,612,2013.103,2013
Cincinnati,8,4,0,8-4,612,2013.103,2013
Clemson,9,2,0,9-2,612,2013.103,2013
Colorado,2,8,0,2-8,612,2013.103,2013
Colorado State,7,6,0,7-6,612,2013.103,2013
Duke,9,4,0,9-4,612,2013.103,2013
East Carolina,9,3,0,9-3,612,2013.103,2013
Eastern Michigan,1,10,0,1-10,612,2013.103,2013
Florida,4,7,0,4-7,612,2013.103,2013
Florida Atlantic,6,6,0,6-6,612,2013.103,2013
Florida International,1,10,0,1-10,612,2013.103,2013
Florida State,12,0,0,12-0,612,2013.103,2013
Fresno State,10,2,0,10-2,612,2013.103,2013
Georgia,7,5,0,7-5,612,2013.103,2013
Georgia State,0,9,0,0-9,612,2013.103,2013
Georgia Tech,5,6,0,5-6,612,2013.103,2013
Hawai'i,1,11,0,1-11,612,2013.103,2013
Houston,7,5,0,7-5,612,2013.103,2013
Idaho,1,10,0,1-10,612,2013.103,2013
Illinois,3,8,0,3-8,612,2013.103,2013
Indiana,4,7,0,4-7,612,2013.103,2013
Iowa,7,5,0,7-5,612,2013.103,2013
Iowa State,3,8,0,3-8,612,2013.103,2013
Kansas,2,9,0,2-9,612,2013.103,2013
Kansas State,8,4,0,8-4,612,2013.103,2013
Kent State,3,8,0,3-8,612,2013.103,2013
Kentucky,1,10,0,1-10,612,2013.103,2013
LSU,9,3,0,9-3,612,2013.103,2013
Louisiana,8,4,0,8-4,612,2013.103,2013
Louisiana Tech,3,8,0,3-8,612,2013.103,2013
Louisville,11,1,0,11-1,612,2013.103,2013
Marshall,9,4,0,9-4,612,2013.103,2013
Maryland,6,6,0,6-6,612,2013.103,2013
Massachusetts,1,10,0,1-10,612,2013.103,2013
Memphis,2,9,0,2-9,612,2013.103,2013
Miami,8,4,0,8-4,612,2013.103,2013
Miami (OH),0,12,0,0-12,612,2013.103,2013
Michigan,7,6,0,7-6,612,2013.103,2013
Michigan State,12,1,0,12-1,612,2013.103,2013
Middle Tennessee,7,5,0,7-5,612,2013.103,2013
Minnesota,7,5,0,7-5,612,2013.103,2013
Mississippi State,6,6,0,6-6,612,2013.103,2013
Missouri,11,2,0,11-2,612,2013.103,2013
NC State,2,9,0,2-9,612,2013.103,2013
Navy,8,4,0,8-4,612,2013.103,2013
Nebraska,8,4,0,8-4,612,2013.103,2013
Nevada,3,8,0,3-8,612,2013.103,2013
New Mexico,3,9,0,3-9,612,2013.103,2013
New Mexico State,1,10,0,1-10,612,2013.103,2013
North Carolina,6,6,0,6-6,612,2013.103,2013
North Texas,9,4,0,9-4,612,2013.103,2013
Northern Illinois,11,2,0,11-2,612,2013.103,2013
Northwestern,4,7,0,4-7,612,2013.103,2013
Notre Dame,9,4,0,9-4,612,2013.103,2013
Ohio,6,6,0,6-6,612,2013.103,2013
Ohio State,11,2,0,11-2,612,2013.103,2013
Oklahoma,11,2,0,11-2,612,2013.103,2013
Oklahoma State,9,3,0,9-3,612,2013.103,2013
Ole Miss,7,5,0,7-5,612,2013.103,2013
Oregon,10,2,0,10-2,612,2013.103,2013
Oregon State,7,5,0,7-5,612,2013.103,2013
Penn State,7,5,0,7-5,612,2013.103,2013
Pittsburgh,6,6,0,6-6,612,2013.103,2013
Purdue,0,11,0,0-11,612,2013.103,2013
Rice,10,4,0,10-4,612,2013.103,2013
Rutgers,5,7,0,5-7,612,2013.103,2013
SMU,4,7,0,4-7,612,2013.103,2013
San Diego State,8,4,0,8-4,612,2013.103,2013
San José State,5,6,0,5-6,612,2013.103,2013
South Alabama,6,5,0,6-5,612,2013.103,2013
South Carolina,10,2,0,10-2,612,2013.103,2013
South Florida,2,9,0,2-9,612,2013.103,2013
Southern Miss,1,11,0,1-11,612,2013.103,2013
Stanford,11,3,0,11-3,612,2013.103,2013
Syracuse,6,6,0,6-6,612,2013.103,2013
TCU,3,8,0,3-8,612,2013.103,2013
Temple,2,9,0,2-9,612,2013.103,2013
Tennessee,4,7,0,4-7,612,2013.103,2013
Texas,8,5,0,8-5,612,2013.103,2013
Texas A&M,8,4,0,8-4,612,2013.103,2013
Texas State,5,6,0,5-6,612,2013.103,2013
Texas Tech,7,5,0,7-5,612,2013.103,2013
Toledo,6,5,0,6-5,612,2013.103,2013
Troy,5,6,0,5-6,612,2013.103,2013
Tulane,6,6,0,6-6,612,2013.103,2013
Tulsa,3,9,0,3-9,612,2013.103,2013
UAB,1,10,0,1-10,612,2013.103,2013
UCF,12,1,0,12-1,612,2013.103,2013
UCLA,10,3,0,10-3,612,2013.103,2013
UConn,3,8,0,3-8,612,2013.103,2013
UL Monroe,5,6,0,5-6,612,2013.103,2013
UNLV,6,6,0,6-6,612,2013.103,2013
USC,10,4,0,10-4,612,2013.103,2013
UTEP,2,10,0,2-10,612,2013.103,2013
UTSA,7,5,0,7-5,612,2013.103,2013
Utah,4,7,0,4-7,612,2013.103,2013
Utah State,8,5,0,8-5,612,2013.103,2013
Vanderbilt,8,4,0,8-4,612,2013.103,2013
Virginia,1,10,0,1-10,612,2013.103,2013
Virginia Tech,7,5,0,7-5,612,2013.103,2013
Wake Forest,3,8,0,3-8,612,2013.103,2013
Washington,8,4,0,8-4,612,2013.103,2013
Washington State,5,7,0,5-7,612,2013.103,2013
West Virginia,3,8,0,3-8,612,2013.103,2013
Western Kentucky,7,4,0,7-4,612,2013.103,2013
Western Michigan,1,10,0,1-10,612,2013.103,2013
Wisconsin,8,4,0,8-4,612,2013.103,2013
Wyoming,4,7,0,4-7,612,2013.103,2013
Air Force,1,10,0,1-10,613,2013.104,2013
Akron,4,7,0,4-7,613,2013.104,2013
Alabama,10,2,0,10-2,613,2013.104,2013
Arizona,7,5,0,7-5,613,2013.104,2013
Arizona State,9,4,0,9-4,613,2013.104,2013
Arkansas,2,9,0,2-9,613,2013.104,2013
Arkansas State,7,5,0,7-5,613,2013.104,2013
Army,2,9,0,2-9,613,2013.104,2013
Auburn,11,2,0,11-2,613,2013.104,2013
BYU,7,5,0,7-5,613,2013.104,2013
Ball State,9,3,0,9-3,613,2013.104,2013
Baylor,10,2,0,10-2,613,2013.104,2013
Boise State,7,5,0,7-5,613,2013.104,2013
Boston College,6,6,0,6-6,613,2013.104,2013
Bowling Green,9,4,0,9-4,613,2013.104,2013
Buffalo,7,5,0,7-5,613,2013.104,2013
California,0,11,0,0-11,613,2013.104,2013
Central Michigan,5,6,0,5-6,613,2013.104,2013
Cincinnati,8,4,0,8-4,613,2013.104,2013
Clemson,9,2,0,9-2,613,2013.104,2013
Colorado,2,8,0,2-8,613,2013.104,2013
Colorado State,7,6,0,7-6,613,2013.104,2013
Duke,9,4,0,9-4,613,2013.104,2013
East Carolina,9,3,0,9-3,613,2013.104,2013
Eastern Michigan,1,10,0,1-10,613,2013.104,2013
Florida,4,7,0,4-7,613,2013.104,2013
Florida Atlantic,6,6,0,6-6,613,2013.104,2013
Florida International,1,10,0,1-10,613,2013.104,2013
Florida State,13,0,0,13-0,613,2013.104,2013
Fresno State,10,2,0,10-2,613,2013.104,2013
Georgia,7,5,0,7-5,613,2013.104,2013
Georgia State,0,9,0,0-9,613,2013.104,2013
Georgia Tech,5,6,0,5-6,613,2013.104,2013
Hawai'i,1,11,0,1-11,613,2013.104,2013
Houston,7,5,0,7-5,613,2013.104,2013
Idaho,1,10,0,1-10,613,2013.104,2013
Illinois,3,8,0,3-8,613,2013.104,2013
Indiana,4,7,0,4-7,613,2013.104,2013
Iowa,7,5,0,7-5,613,2013.104,2013
Iowa State,3,8,0,3-8,613,2013.104,2013
Kansas,2,9,0,2-9,613,2013.104,2013
Kansas State,8,4,0,8-4,613,2013.104,2013
Kent State,3,8,0,3-8,613,2013.104,2013
Kentucky,1,10,0,1-10,613,2013.104,2013
LSU,9,3,0,9-3,613,2013.104,2013
Louisiana,8,4,0,8-4,613,2013.104,2013
Louisiana Tech,3,8,0,3-8,613,2013.104,2013
Louisville,11,1,0,11-1,613,2013.104,2013
Marshall,9,4,0,9-4,613,2013.104,2013
Maryland,6,6,0,6-6,613,2013.104,2013
Massachusetts,1,10,0,1-10,613,2013.104,2013
Memphis,2,9,0,2-9,613,2013.104,2013
Miami,8,4,0,8-4,613,2013.104,2013
Miami (OH),0,12,0,0-12,613,2013.104,2013
Michigan,7,6,0,7-6,613,2013.104,2013
Michigan State,12,1,0,12-1,613,2013.104,2013
Middle Tennessee,7,5,0,7-5,613,2013.104,2013
Minnesota,7,5,0,7-5,613,2013.104,2013
Mississippi State,6,6,0,6-6,613,2013.104,2013
Missouri,11,2,0,11-2,613,2013.104,2013
NC State,2,9,0,2-9,613,2013.104,2013
Navy,8,4,0,8-4,613,2013.104,2013
Nebraska,8,4,0,8-4,613,2013.104,2013
Nevada,3,8,0,3-8,613,2013.104,2013
New Mexico,3,9,0,3-9,613,2013.104,2013
New Mexico State,1,10,0,1-10,613,2013.104,2013
North Carolina,6,6,0,6-6,613,2013.104,2013
North Texas,9,4,0,9-4,613,2013.104,2013
Northern Illinois,11,2,0,11-2,613,2013.104,2013
Northwestern,4,7,0,4-7,613,2013.104,2013
Notre Dame,9,4,0,9-4,613,2013.104,2013
Ohio,6,6,0,6-6,613,2013.104,2013
Ohio State,11,2,0,11-2,613,2013.104,2013
Oklahoma,11,2,0,11-2,613,2013.104,2013
Oklahoma State,9,3,0,9-3,613,2013.104,2013
Ole Miss,7,5,0,7-5,613,2013.104,2013
Oregon,10,2,0,10-2,613,2013.104,2013
Oregon State,7,5,0,7-5,613,2013.104,2013
Penn State,7,5,0,7-5,613,2013.104,2013
Pittsburgh,6,6,0,6-6,613,2013.104,2013
Purdue,0,11,0,0-11,613,2013.104,2013
Rice,10,4,0,10-4,613,2013.104,2013
Rutgers,5,7,0,5-7,613,2013.104,2013
SMU,4,7,0,4-7,613,2013.104,2013
San Diego State,8,4,0,8-4,613,2013.104,2013
San José State,5,6,0,5-6,613,2013.104,2013
South Alabama,6,5,0,6-5,613,2013.104,2013
South Carolina,10,2,0,10-2,613,2013.104,2013
South Florida,2,9,0,2-9,613,2013.104,2013
Southern Miss,1,11,0,1-11,613,2013.104,2013
Stanford,11,3,0,11-3,613,2013.104,2013
Syracuse,6,6,0,6-6,613,2013.104,2013
TCU,3,8,0,3-8,613,2013.104,2013
Temple,2,9,0,2-9,613,2013.104,2013
Tennessee,4,7,0,4-7,613,2013.104,2013
Texas,8,5,0,8-5,613,2013.104,2013
Texas A&M,8,4,0,8-4,613,2013.104,2013
Texas State,5,6,0,5-6,613,2013.104,2013
Texas Tech,7,5,0,7-5,613,2013.104,2013
Toledo,6,5,0,6-5,613,2013.104,2013
Troy,5,6,0,5-6,613,2013.104,2013
Tulane,6,6,0,6-6,613,2013.104,2013
Tulsa,3,9,0,3-9,613,2013.104,2013
UAB,1,10,0,1-10,613,2013.104,2013
UCF,12,1,0,12-1,613,2013.104,2013
UCLA,10,3,0,10-3,613,2013.104,2013
UConn,3,8,0,3-8,613,2013.104,2013
UL Monroe,5,6,0,5-6,613,2013.104,2013
UNLV,6,6,0,6-6,613,2013.104,2013
USC,10,4,0,10-4,613,2013.104,2013
UTEP,2,10,0,2-10,613,2013.104,2013
UTSA,7,5,0,7-5,613,2013.104,2013
Utah,4,7,0,4-7,613,2013.104,2013
Utah State,8,5,0,8-5,613,2013.104,2013
Vanderbilt,8,4,0,8-4,613,2013.104,2013
Virginia,1,10,0,1-10,613,2013.104,2013
Virginia Tech,7,5,0,7-5,613,2013.104,2013
Wake Forest,3,8,0,3-8,613,2013.104,2013
Washington,8,4,0,8-4,613,2013.104,2013
Washington State,5,7,0,5-7,613,2013.104,2013
West Virginia,3,8,0,3-8,613,2013.104,2013
Western Kentucky,7,4,0,7-4,613,2013.104,2013
Western Michigan,1,10,0,1-10,613,2013.104,2013
Wisconsin,8,4,0,8-4,613,2013.104,2013
Wyoming,4,7,0,4-7,613,2013.104,2013
Alabama,1,0,0,1-0,614,2014.001,2014
App State,0,1,0,0-1,614,2014.001,2014
Arizona,1,0,0,1-0,614,2014.001,2014
Arkansas,0,1,0,0-1,614,2014.001,2014
Auburn,1,0,0,1-0,614,2014.001,2014
BYU,1,0,0,1-0,614,2014.001,2014
Baylor,1,0,0,1-0,614,2014.001,2014
Boise State,0,1,0,0-1,614,2014.001,2014
Boston College,1,0,0,1-0,614,2014.001,2014
Bowling Green,0,1,0,0-1,614,2014.001,2014
California,1,0,0,1-0,614,2014.001,2014
Clemson,0,1,0,0-1,614,2014.001,2014
Colorado,0,1,0,0-1,614,2014.001,2014
Colorado State,1,0,0,1-0,614,2014.001,2014
Florida Atlantic,0,1,0,0-1,614,2014.001,2014
Florida State,1,0,0,1-0,614,2014.001,2014
Fresno State,0,1,0,0-1,614,2014.001,2014
Georgia,1,0,0,1-0,614,2014.001,2014
Georgia Southern,0,1,0,0-1,614,2014.001,2014
Hawai'i,0,1,0,0-1,614,2014.001,2014
Houston,0,1,0,0-1,614,2014.001,2014
Kent State,0,1,0,0-1,614,2014.001,2014
LSU,1,0,0,1-0,614,2014.001,2014
Louisiana Tech,0,1,0,0-1,614,2014.001,2014
Louisville,1,0,0,1-0,614,2014.001,2014
Marshall,1,0,0,1-0,614,2014.001,2014
Massachusetts,0,1,0,0-1,614,2014.001,2014
Miami,0,1,0,0-1,614,2014.001,2014
Miami (OH),0,1,0,0-1,614,2014.001,2014
Michigan,1,0,0,1-0,614,2014.001,2014
Mississippi State,1,0,0,1-0,614,2014.001,2014
NC State,1,0,0,1-0,614,2014.001,2014
