name,wins,losses,ties,record,ranking_id,season_week,season
Texas Tech,3,2,0,3-2,274,1996.007,1996
Toledo,3,1,0,3-1,274,1996.007,1996
Tulane,2,2,0,2-2,274,1996.007,1996
Tulsa,2,2,0,2-2,274,1996.007,1996
UAB,1,2,0,1-2,274,1996.007,1996
UCF,0,4,0,0-4,274,1996.007,1996
UCLA,2,2,0,2-2,274,1996.007,1996
UL Monroe,0,3,0,0-3,274,1996.007,1996
UNLV,0,6,0,0-6,274,1996.007,1996
USC,3,2,0,3-2,274,1996.007,1996
UTEP,2,3,0,2-3,274,1996.007,1996
Utah,5,1,0,5-1,274,1996.007,1996
Utah State,1,4,0,1-4,274,1996.007,1996
Vanderbilt,0,4,0,0-4,274,1996.007,1996
Virginia,4,1,0,4-1,274,1996.007,1996
Virginia Tech,3,1,0,3-1,274,1996.007,1996
Wake Forest,1,4,0,1-4,274,1996.007,1996
Washington,3,1,0,3-1,274,1996.007,1996
Washington State,3,2,0,3-2,274,1996.007,1996
West Virginia,6,0,0,6-0,274,1996.007,1996
Western Michigan,0,5,0,0-5,274,1996.007,1996
Wisconsin,3,1,0,3-1,274,1996.007,1996
Wyoming,6,0,0,6-0,274,1996.007,1996
Air Force,3,2,0,3-2,275,1996.008,1996
Akron,1,6,0,1-6,275,1996.008,1996
Alabama,6,0,0,6-0,275,1996.008,1996
Arizona,3,3,0,3-3,275,1996.008,1996
Arizona State,6,0,0,6-0,275,1996.008,1996
Arkansas,2,3,0,2-3,275,1996.008,1996
Arkansas State,0,4,0,0-4,275,1996.008,1996
Army,4,0,0,4-0,275,1996.008,1996
Auburn,5,1,0,5-1,275,1996.008,1996
BYU,6,1,0,6-1,275,1996.008,1996
Ball State,3,3,0,3-3,275,1996.008,1996
Baylor,3,2,0,3-2,275,1996.008,1996
Boise State,0,4,0,0-4,275,1996.008,1996
Boston College,3,3,0,3-3,275,1996.008,1996
Bowling Green,4,2,0,4-2,275,1996.008,1996
California,5,0,0,5-0,275,1996.008,1996
Central Michigan,3,4,0,3-4,275,1996.008,1996
Cincinnati,2,4,0,2-4,275,1996.008,1996
Clemson,2,3,0,2-3,275,1996.008,1996
Colorado,4,1,0,4-1,275,1996.008,1996
Colorado State,2,4,0,2-4,275,1996.008,1996
Duke,0,6,0,0-6,275,1996.008,1996
East Carolina,2,2,0,2-2,275,1996.008,1996
Eastern Michigan,1,6,0,1-6,275,1996.008,1996
Florida,5,0,0,5-0,275,1996.008,1996
Florida State,5,0,0,5-0,275,1996.008,1996
Fresno State,2,3,0,2-3,275,1996.008,1996
Georgia,2,3,0,2-3,275,1996.008,1996
Georgia Tech,4,1,0,4-1,275,1996.008,1996
Hawai'i,1,6,0,1-6,275,1996.008,1996
Houston,3,2,0,3-2,275,1996.008,1996
Idaho,0,2,0,0-2,275,1996.008,1996
Illinois,2,4,0,2-4,275,1996.008,1996
Indiana,2,4,0,2-4,275,1996.008,1996
Iowa,4,1,0,4-1,275,1996.008,1996
Iowa State,1,3,0,1-3,275,1996.008,1996
Kansas,3,2,0,3-2,275,1996.008,1996
Kansas State,4,1,0,4-1,275,1996.008,1996
Kent State,1,4,0,1-4,275,1996.008,1996
Kentucky,1,5,0,1-5,275,1996.008,1996
LSU,4,1,0,4-1,275,1996.008,1996
Louisiana,3,3,0,3-3,275,1996.008,1996
Louisiana Tech,2,4,0,2-4,275,1996.008,1996
Louisville,3,3,0,3-3,275,1996.008,1996
Maryland,2,4,0,2-4,275,1996.008,1996
Memphis,3,3,0,3-3,275,1996.008,1996
Miami,3,1,0,3-1,275,1996.008,1996
Miami (OH),4,3,0,4-3,275,1996.008,1996
Michigan,4,1,0,4-1,275,1996.008,1996
Michigan State,3,3,0,3-3,275,1996.008,1996
Minnesota,3,2,0,3-2,275,1996.008,1996
Mississippi State,2,3,0,2-3,275,1996.008,1996
Missouri,2,4,0,2-4,275,1996.008,1996
NC State,1,4,0,1-4,275,1996.008,1996
Navy,4,1,0,4-1,275,1996.008,1996
Nebraska,4,1,0,4-1,275,1996.008,1996
Nevada,3,2,0,3-2,275,1996.008,1996
New Mexico,3,2,0,3-2,275,1996.008,1996
New Mexico State,0,5,0,0-5,275,1996.008,1996
North Carolina,5,1,0,5-1,275,1996.008,1996
North Texas,1,4,0,1-4,275,1996.008,1996
Northern Illinois,1,4,0,1-4,275,1996.008,1996
Northwestern,5,1,0,5-1,275,1996.008,1996
Notre Dame,4,1,0,4-1,275,1996.008,1996
Ohio,3,3,0,3-3,275,1996.008,1996
Ohio State,5,0,0,5-0,275,1996.008,1996
Oklahoma,1,4,0,1-4,275,1996.008,1996
Oklahoma State,2,3,0,2-3,275,1996.008,1996
Ole Miss,1,2,0,1-2,275,1996.008,1996
Oregon,3,4,0,3-4,275,1996.008,1996
Oregon State,0,4,0,0-4,275,1996.008,1996
Penn State,6,1,0,6-1,275,1996.008,1996
Pittsburgh,2,5,0,2-5,275,1996.008,1996
Purdue,2,4,0,2-4,275,1996.008,1996
Rice,2,3,0,2-3,275,1996.008,1996
Rutgers,0,5,0,0-5,275,1996.008,1996
SMU,2,4,0,2-4,275,1996.008,1996
San Diego State,3,1,0,3-1,275,1996.008,1996
San José State,1,6,0,1-6,275,1996.008,1996
South Carolina,3,3,0,3-3,275,1996.008,1996
Southern Miss,5,1,0,5-1,275,1996.008,1996
Stanford,2,3,0,2-3,275,1996.008,1996
Syracuse,3,2,0,3-2,275,1996.008,1996
TCU,2,3,0,2-3,275,1996.008,1996
Temple,1,5,0,1-5,275,1996.008,1996
Tennessee,4,1,0,4-1,275,1996.008,1996
Texas,3,3,0,3-3,275,1996.008,1996
Texas A&M,3,3,0,3-3,275,1996.008,1996
Texas Tech,4,2,0,4-2,275,1996.008,1996
Toledo,3,1,0,3-1,275,1996.008,1996
Tulane,2,3,0,2-3,275,1996.008,1996
Tulsa,3,2,0,3-2,275,1996.008,1996
UAB,1,2,0,1-2,275,1996.008,1996
UCF,0,4,0,0-4,275,1996.008,1996
UCLA,2,3,0,2-3,275,1996.008,1996
UL Monroe,0,3,0,0-3,275,1996.008,1996
UNLV,0,7,0,0-7,275,1996.008,1996
USC,4,2,0,4-2,275,1996.008,1996
UTEP,2,4,0,2-4,275,1996.008,1996
Utah,5,1,0,5-1,275,1996.008,1996
Utah State,2,4,0,2-4,275,1996.008,1996
Vanderbilt,1,4,0,1-4,275,1996.008,1996
Virginia,4,1,0,4-1,275,1996.008,1996
Virginia Tech,4,1,0,4-1,275,1996.008,1996
Wake Forest,1,4,0,1-4,275,1996.008,1996
Washington,3,2,0,3-2,275,1996.008,1996
Washington State,4,2,0,4-2,275,1996.008,1996
West Virginia,6,0,0,6-0,275,1996.008,1996
Western Michigan,0,6,0,0-6,275,1996.008,1996
Wisconsin,3,2,0,3-2,275,1996.008,1996
Wyoming,7,0,0,7-0,275,1996.008,1996
Air Force,4,2,0,4-2,276,1996.009,1996
Akron,2,6,0,2-6,276,1996.009,1996
Alabama,7,0,0,7-0,276,1996.009,1996
Arizona,3,3,0,3-3,276,1996.009,1996
Arizona State,7,0,0,7-0,276,1996.009,1996
Arkansas,2,4,0,2-4,276,1996.009,1996
Arkansas State,0,4,0,0-4,276,1996.009,1996
Army,5,0,0,5-0,276,1996.009,1996
Auburn,5,2,0,5-2,276,1996.009,1996
BYU,7,1,0,7-1,276,1996.009,1996
Ball State,4,3,0,4-3,276,1996.009,1996
Baylor,3,3,0,3-3,276,1996.009,1996
Boise State,0,5,0,0-5,276,1996.009,1996
Boston College,4,3,0,4-3,276,1996.009,1996
Bowling Green,4,3,0,4-3,276,1996.009,1996
California,5,1,0,5-1,276,1996.009,1996
Central Michigan,4,4,0,4-4,276,1996.009,1996
Cincinnati,3,4,0,3-4,276,1996.009,1996
Clemson,3,3,0,3-3,276,1996.009,1996
Colorado,5,1,0,5-1,276,1996.009,1996
Colorado State,3,4,0,3-4,276,1996.009,1996
Duke,0,6,0,0-6,276,1996.009,1996
East Carolina,3,2,0,3-2,276,1996.009,1996
Eastern Michigan,1,7,0,1-7,276,1996.009,1996
Florida,6,0,0,6-0,276,1996.009,1996
Florida State,5,0,0,5-0,276,1996.009,1996
Fresno State,2,4,0,2-4,276,1996.009,1996
Georgia,3,3,0,3-3,276,1996.009,1996
Georgia Tech,4,2,0,4-2,276,1996.009,1996
Hawai'i,2,6,0,2-6,276,1996.009,1996
Houston,3,3,0,3-3,276,1996.009,1996
Idaho,1,2,0,1-2,276,1996.009,1996
Illinois,2,4,0,2-4,276,1996.009,1996
Indiana,2,5,0,2-5,276,1996.009,1996
Iowa,5,1,0,5-1,276,1996.009,1996
Iowa State,1,4,0,1-4,276,1996.009,1996
Kansas,3,3,0,3-3,276,1996.009,1996
Kansas State,5,1,0,5-1,276,1996.009,1996
Kent State,1,5,0,1-5,276,1996.009,1996
Kentucky,1,6,0,1-6,276,1996.009,1996
LSU,5,1,0,5-1,276,1996.009,1996
Louisiana,3,4,0,3-4,276,1996.009,1996
Louisiana Tech,3,4,0,3-4,276,1996.009,1996
Louisville,4,3,0,4-3,276,1996.009,1996
Maryland,3,4,0,3-4,276,1996.009,1996
Memphis,3,4,0,3-4,276,1996.009,1996
Miami,3,2,0,3-2,276,1996.009,1996
Miami (OH),4,4,0,4-4,276,1996.009,1996
Michigan,5,1,0,5-1,276,1996.009,1996
Michigan State,4,3,0,4-3,276,1996.009,1996
Minnesota,3,3,0,3-3,276,1996.009,1996
Mississippi State,2,3,0,2-3,276,1996.009,1996
Missouri,2,4,0,2-4,276,1996.009,1996
NC State,1,5,0,1-5,276,1996.009,1996
Navy,4,1,0,4-1,276,1996.009,1996
Nebraska,5,1,0,5-1,276,1996.009,1996
Nevada,3,3,0,3-3,276,1996.009,1996
New Mexico,3,3,0,3-3,276,1996.009,1996
New Mexico State,0,6,0,0-6,276,1996.009,1996
North Carolina,5,1,0,5-1,276,1996.009,1996
North Texas,2,4,0,2-4,276,1996.009,1996
Northern Illinois,1,5,0,1-5,276,1996.009,1996
Northwestern,6,1,0,6-1,276,1996.009,1996
Notre Dame,4,2,0,4-2,276,1996.009,1996
Ohio,4,3,0,4-3,276,1996.009,1996
Ohio State,6,0,0,6-0,276,1996.009,1996
Oklahoma,2,4,0,2-4,276,1996.009,1996
Oklahoma State,3,3,0,3-3,276,1996.009,1996
Ole Miss,1,3,0,1-3,276,1996.009,1996
Oregon,3,4,0,3-4,276,1996.009,1996
Oregon State,1,4,0,1-4,276,1996.009,1996
Penn State,6,2,0,6-2,276,1996.009,1996
Pittsburgh,2,5,0,2-5,276,1996.009,1996
Purdue,2,5,0,2-5,276,1996.009,1996
Rice,3,3,0,3-3,276,1996.009,1996
Rutgers,0,6,0,0-6,276,1996.009,1996
SMU,2,5,0,2-5,276,1996.009,1996
San Diego State,4,1,0,4-1,276,1996.009,1996
San José State,1,7,0,1-7,276,1996.009,1996
South Carolina,4,3,0,4-3,276,1996.009,1996
Southern Miss,6,1,0,6-1,276,1996.009,1996
Stanford,2,4,0,2-4,276,1996.009,1996
Syracuse,3,2,0,3-2,276,1996.009,1996
TCU,2,4,0,2-4,276,1996.009,1996
Temple,1,6,0,1-6,276,1996.009,1996
Tennessee,4,1,0,4-1,276,1996.009,1996
Texas,3,3,0,3-3,276,1996.009,1996
Texas A&M,3,4,0,3-4,276,1996.009,1996
Texas Tech,4,3,0,4-3,276,1996.009,1996
Toledo,3,2,0,3-2,276,1996.009,1996
Tulane,2,4,0,2-4,276,1996.009,1996
Tulsa,3,3,0,3-3,276,1996.009,1996
UAB,2,2,0,2-2,276,1996.009,1996
UCF,0,5,0,0-5,276,1996.009,1996
UCLA,2,4,0,2-4,276,1996.009,1996
UL Monroe,1,3,0,1-3,276,1996.009,1996
UNLV,0,8,0,0-8,276,1996.009,1996
USC,4,3,0,4-3,276,1996.009,1996
UTEP,2,4,0,2-4,276,1996.009,1996
Utah,6,1,0,6-1,276,1996.009,1996
Utah State,3,4,0,3-4,276,1996.009,1996
Vanderbilt,1,5,0,1-5,276,1996.009,1996
Virginia,5,1,0,5-1,276,1996.009,1996
Virginia Tech,4,1,0,4-1,276,1996.009,1996
Wake Forest,1,5,0,1-5,276,1996.009,1996
Washington,4,2,0,4-2,276,1996.009,1996
Washington State,5,2,0,5-2,276,1996.009,1996
West Virginia,7,0,0,7-0,276,1996.009,1996
Western Michigan,0,6,0,0-6,276,1996.009,1996
Wisconsin,3,3,0,3-3,276,1996.009,1996
Wyoming,8,0,0,8-0,276,1996.009,1996
Air Force,5,2,0,5-2,277,1996.01,1996
Akron,3,6,0,3-6,277,1996.01,1996
Alabama,7,1,0,7-1,277,1996.01,1996
Arizona,4,3,0,4-3,277,1996.01,1996
Arizona State,8,0,0,8-0,277,1996.01,1996
Arkansas,2,4,0,2-4,277,1996.01,1996
Arkansas State,0,5,0,0-5,277,1996.01,1996
Army,6,0,0,6-0,277,1996.01,1996
Auburn,5,2,0,5-2,277,1996.01,1996
BYU,8,1,0,8-1,277,1996.01,1996
Ball State,5,3,0,5-3,277,1996.01,1996
Baylor,4,3,0,4-3,277,1996.01,1996
Boise State,0,5,0,0-5,277,1996.01,1996
Boston College,4,4,0,4-4,277,1996.01,1996
Bowling Green,4,4,0,4-4,277,1996.01,1996
California,5,2,0,5-2,277,1996.01,1996
Central Michigan,4,5,0,4-5,277,1996.01,1996
Cincinnati,4,4,0,4-4,277,1996.01,1996
Clemson,3,3,0,3-3,277,1996.01,1996
Colorado,6,1,0,6-1,277,1996.01,1996
Colorado State,4,4,0,4-4,277,1996.01,1996
Duke,0,7,0,0-7,277,1996.01,1996
East Carolina,3,2,0,3-2,277,1996.01,1996
Eastern Michigan,2,7,0,2-7,277,1996.01,1996
Florida,6,0,0,6-0,277,1996.01,1996
Florida State,6,0,0,6-0,277,1996.01,1996
Fresno State,3,4,0,3-4,277,1996.01,1996
Georgia,3,4,0,3-4,277,1996.01,1996
Georgia Tech,5,2,0,5-2,277,1996.01,1996
Hawai'i,2,7,0,2-7,277,1996.01,1996
Houston,3,4,0,3-4,277,1996.01,1996
Idaho,1,3,0,1-3,277,1996.01,1996
Illinois,2,5,0,2-5,277,1996.01,1996
Indiana,2,6,0,2-6,277,1996.01,1996
Iowa,5,2,0,5-2,277,1996.01,1996
Iowa State,1,5,0,1-5,277,1996.01,1996
Kansas,3,4,0,3-4,277,1996.01,1996
Kansas State,6,1,0,6-1,277,1996.01,1996
Kent State,1,6,0,1-6,277,1996.01,1996
Kentucky,2,6,0,2-6,277,1996.01,1996
LSU,6,1,0,6-1,277,1996.01,1996
Louisiana,4,4,0,4-4,277,1996.01,1996
Louisiana Tech,4,4,0,4-4,277,1996.01,1996
Louisville,4,4,0,4-4,277,1996.01,1996
Maryland,4,4,0,4-4,277,1996.01,1996
Memphis,3,5,0,3-5,277,1996.01,1996
Miami,4,2,0,4-2,277,1996.01,1996
Miami (OH),4,5,0,4-5,277,1996.01,1996
Michigan,6,1,0,6-1,277,1996.01,1996
Michigan State,5,3,0,5-3,277,1996.01,1996
Minnesota,3,4,0,3-4,277,1996.01,1996
Mississippi State,2,4,0,2-4,277,1996.01,1996
Missouri,3,4,0,3-4,277,1996.01,1996
NC State,1,5,0,1-5,277,1996.01,1996
Navy,5,1,0,5-1,277,1996.01,1996
Nebraska,6,1,0,6-1,277,1996.01,1996
Nevada,4,3,0,4-3,277,1996.01,1996
New Mexico,3,4,0,3-4,277,1996.01,1996
New Mexico State,0,6,0,0-6,277,1996.01,1996
North Carolina,6,1,0,6-1,277,1996.01,1996
North Texas,2,5,0,2-5,277,1996.01,1996
Northern Illinois,1,6,0,1-6,277,1996.01,1996
Northwestern,7,1,0,7-1,277,1996.01,1996
Notre Dame,4,2,0,4-2,277,1996.01,1996
Ohio,5,3,0,5-3,277,1996.01,1996
Ohio State,7,0,0,7-0,277,1996.01,1996
Oklahoma,2,5,0,2-5,277,1996.01,1996
Oklahoma State,3,4,0,3-4,277,1996.01,1996
Ole Miss,2,3,0,2-3,277,1996.01,1996
Oregon,3,5,0,3-5,277,1996.01,1996
Oregon State,1,5,0,1-5,277,1996.01,1996
Penn State,7,2,0,7-2,277,1996.01,1996
Pittsburgh,2,6,0,2-6,277,1996.01,1996
Purdue,2,5,0,2-5,277,1996.01,1996
Rice,4,3,0,4-3,277,1996.01,1996
Rutgers,1,6,0,1-6,277,1996.01,1996
SMU,3,5,0,3-5,277,1996.01,1996
San Diego State,4,2,0,4-2,277,1996.01,1996
San José State,1,7,0,1-7,277,1996.01,1996
South Carolina,5,3,0,5-3,277,1996.01,1996
Southern Miss,7,1,0,7-1,277,1996.01,1996
Stanford,2,5,0,2-5,277,1996.01,1996
Syracuse,4,2,0,4-2,277,1996.01,1996
TCU,2,5,0,2-5,277,1996.01,1996
Temple,1,7,0,1-7,277,1996.01,1996
Tennessee,5,1,0,5-1,277,1996.01,1996
Texas,3,4,0,3-4,277,1996.01,1996
Texas A&M,3,5,0,3-5,277,1996.01,1996
Texas Tech,5,3,0,5-3,277,1996.01,1996
Toledo,4,2,0,4-2,277,1996.01,1996
Tulane,2,5,0,2-5,277,1996.01,1996
Tulsa,3,4,0,3-4,277,1996.01,1996
UAB,2,3,0,2-3,277,1996.01,1996
UCF,0,6,0,0-6,277,1996.01,1996
UCLA,3,4,0,3-4,277,1996.01,1996
UL Monroe,1,3,0,1-3,277,1996.01,1996
UNLV,0,9,0,0-9,277,1996.01,1996
USC,5,3,0,5-3,277,1996.01,1996
UTEP,2,5,0,2-5,277,1996.01,1996
Utah,7,1,0,7-1,277,1996.01,1996
Utah State,4,4,0,4-4,277,1996.01,1996
Vanderbilt,1,6,0,1-6,277,1996.01,1996
Virginia,5,2,0,5-2,277,1996.01,1996
Virginia Tech,5,1,0,5-1,277,1996.01,1996
Wake Forest,1,6,0,1-6,277,1996.01,1996
Washington,5,2,0,5-2,277,1996.01,1996
Washington State,5,3,0,5-3,277,1996.01,1996
West Virginia,7,1,0,7-1,277,1996.01,1996
Western Michigan,0,7,0,0-7,277,1996.01,1996
Wisconsin,3,4,0,3-4,277,1996.01,1996
Wyoming,8,0,0,8-0,277,1996.01,1996
Air Force,5,3,0,5-3,278,1996.011,1996
Akron,4,6,0,4-6,278,1996.011,1996
Alabama,7,1,0,7-1,278,1996.011,1996
Arizona,4,4,0,4-4,278,1996.011,1996
Arizona State,9,0,0,9-0,278,1996.011,1996
Arkansas,2,5,0,2-5,278,1996.011,1996
Arkansas State,0,6,0,0-6,278,1996.011,1996
Army,6,0,0,6-0,278,1996.011,1996
Auburn,6,2,0,6-2,278,1996.011,1996
BYU,9,1,0,9-1,278,1996.011,1996
Ball State,6,3,0,6-3,278,1996.011,1996
Baylor,4,4,0,4-4,278,1996.011,1996
Boise State,0,6,0,0-6,278,1996.011,1996
Boston College,4,5,0,4-5,278,1996.011,1996
Bowling Green,4,5,0,4-5,278,1996.011,1996
California,6,2,0,6-2,278,1996.011,1996
Central Michigan,5,5,0,5-5,278,1996.011,1996
Cincinnati,4,5,0,4-5,278,1996.011,1996
Clemson,4,3,0,4-3,278,1996.011,1996
Colorado,7,1,0,7-1,278,1996.011,1996
Colorado State,5,4,0,5-4,278,1996.011,1996
Duke,0,8,0,0-8,278,1996.011,1996
East Carolina,4,2,0,4-2,278,1996.011,1996
Eastern Michigan,2,8,0,2-8,278,1996.011,1996
Florida,7,0,0,7-0,278,1996.011,1996
Florida State,7,0,0,7-0,278,1996.011,1996
Fresno State,4,4,0,4-4,278,1996.011,1996
Georgia,3,5,0,3-5,278,1996.011,1996
Georgia Tech,5,3,0,5-3,278,1996.011,1996
Hawai'i,2,7,0,2-7,278,1996.011,1996
Houston,4,4,0,4-4,278,1996.011,1996
Idaho,1,3,0,1-3,278,1996.011,1996
Illinois,2,6,0,2-6,278,1996.011,1996
Indiana,2,6,0,2-6,278,1996.011,1996
Iowa,6,2,0,6-2,278,1996.011,1996
Iowa State,1,6,0,1-6,278,1996.011,1996
Kansas,4,4,0,4-4,278,1996.011,1996
Kansas State,6,1,0,6-1,278,1996.011,1996
Kent State,1,7,0,1-7,278,1996.011,1996
Kentucky,2,6,0,2-6,278,1996.011,1996
LSU,6,1,0,6-1,278,1996.011,1996
Louisiana,4,5,0,4-5,278,1996.011,1996
Louisiana Tech,5,4,0,5-4,278,1996.011,1996
Louisville,5,4,0,5-4,278,1996.011,1996
Maryland,4,5,0,4-5,278,1996.011,1996
Memphis,3,6,0,3-6,278,1996.011,1996
Miami,5,2,0,5-2,278,1996.011,1996
Miami (OH),5,5,0,5-5,278,1996.011,1996
Michigan,7,1,0,7-1,278,1996.011,1996
Michigan State,5,4,0,5-4,278,1996.011,1996
Minnesota,3,5,0,3-5,278,1996.011,1996
Mississippi State,3,4,0,3-4,278,1996.011,1996
Missouri,3,5,0,3-5,278,1996.011,1996
NC State,1,6,0,1-6,278,1996.011,1996
Navy,5,2,0,5-2,278,1996.011,1996
Nebraska,7,1,0,7-1,278,1996.011,1996
Nevada,5,3,0,5-3,278,1996.011,1996
New Mexico,4,4,0,4-4,278,1996.011,1996
New Mexico State,0,7,0,0-7,278,1996.011,1996
North Carolina,7,1,0,7-1,278,1996.011,1996
North Texas,2,6,0,2-6,278,1996.011,1996
Northern Illinois,1,7,0,1-7,278,1996.011,1996
Northwestern,7,2,0,7-2,278,1996.011,1996
Notre Dame,5,2,0,5-2,278,1996.011,1996
Ohio,6,3,0,6-3,278,1996.011,1996
Ohio State,8,0,0,8-0,278,1996.011,1996
Oklahoma,2,6,0,2-6,278,1996.011,1996
Oklahoma State,3,5,0,3-5,278,1996.011,1996
Ole Miss,2,3,0,2-3,278,1996.011,1996
Oregon,3,5,0,3-5,278,1996.011,1996
Oregon State,1,6,0,1-6,278,1996.011,1996
Penn State,8,2,0,8-2,278,1996.011,1996
Pittsburgh,3,6,0,3-6,278,1996.011,1996
Purdue,2,6,0,2-6,278,1996.011,1996
Rice,5,3,0,5-3,278,1996.011,1996
Rutgers,1,6,0,1-6,278,1996.011,1996
SMU,3,6,0,3-6,278,1996.011,1996
San Diego State,5,2,0,5-2,278,1996.011,1996
San José State,1,8,0,1-8,278,1996.011,1996
South Carolina,5,4,0,5-4,278,1996.011,1996
Southern Miss,8,1,0,8-1,278,1996.011,1996
Stanford,3,5,0,3-5,278,1996.011,1996
Syracuse,5,2,0,5-2,278,1996.011,1996
TCU,3,5,0,3-5,278,1996.011,1996
Temple,1,8,0,1-8,278,1996.011,1996
Tennessee,6,1,0,6-1,278,1996.011,1996
Texas,4,4,0,4-4,278,1996.011,1996
Texas A&M,4,5,0,4-5,278,1996.011,1996
Texas Tech,5,3,0,5-3,278,1996.011,1996
Toledo,4,3,0,4-3,278,1996.011,1996
Tulane,2,6,0,2-6,278,1996.011,1996
Tulsa,3,5,0,3-5,278,1996.011,1996
UAB,2,4,0,2-4,278,1996.011,1996
UCF,0,6,0,0-6,278,1996.011,1996
UCLA,3,5,0,3-5,278,1996.011,1996
UL Monroe,1,4,0,1-4,278,1996.011,1996
UNLV,0,10,0,0-10,278,1996.011,1996
USC,5,4,0,5-4,278,1996.011,1996
UTEP,2,6,0,2-6,278,1996.011,1996
Utah,7,2,0,7-2,278,1996.011,1996
Utah State,5,4,0,5-4,278,1996.011,1996
Vanderbilt,2,6,0,2-6,278,1996.011,1996
Virginia,6,2,0,6-2,278,1996.011,1996
Virginia Tech,6,1,0,6-1,278,1996.011,1996
Wake Forest,1,6,0,1-6,278,1996.011,1996
Washington,6,2,0,6-2,278,1996.011,1996
Washington State,5,3,0,5-3,278,1996.011,1996
West Virginia,7,2,0,7-2,278,1996.011,1996
Western Michigan,0,8,0,0-8,278,1996.011,1996
Wisconsin,4,4,0,4-4,278,1996.011,1996
Wyoming,9,0,0,9-0,278,1996.011,1996
Air Force,5,4,0,5-4,279,1996.012,1996
Akron,4,7,0,4-7,279,1996.012,1996
Alabama,8,1,0,8-1,279,1996.012,1996
Arizona,4,5,0,4-5,279,1996.012,1996
Arizona State,10,0,0,10-0,279,1996.012,1996
Arkansas,3,5,0,3-5,279,1996.012,1996
Arkansas State,1,6,0,1-6,279,1996.012,1996
Army,7,0,0,7-0,279,1996.012,1996
Auburn,7,2,0,7-2,279,1996.012,1996
BYU,10,1,0,10-1,279,1996.012,1996
Ball State,7,3,0,7-3,279,1996.012,1996
Baylor,4,5,0,4-5,279,1996.012,1996
Boise State,0,7,0,0-7,279,1996.012,1996
Boston College,4,6,0,4-6,279,1996.012,1996
Bowling Green,4,6,0,4-6,279,1996.012,1996
California,6,3,0,6-3,279,1996.012,1996
Central Michigan,5,6,0,5-6,279,1996.012,1996
Cincinnati,4,5,0,4-5,279,1996.012,1996
Clemson,5,3,0,5-3,279,1996.012,1996
Colorado,8,1,0,8-1,279,1996.012,1996
Colorado State,6,4,0,6-4,279,1996.012,1996
Duke,0,9,0,0-9,279,1996.012,1996
East Carolina,4,3,0,4-3,279,1996.012,1996
Eastern Michigan,3,8,0,3-8,279,1996.012,1996
Florida,8,0,0,8-0,279,1996.012,1996
Florida State,8,0,0,8-0,279,1996.012,1996
Fresno State,4,5,0,4-5,279,1996.012,1996
Georgia,3,5,0,3-5,279,1996.012,1996
Georgia Tech,5,3,0,5-3,279,1996.012,1996
Hawai'i,2,8,0,2-8,279,1996.012,1996
Houston,5,4,0,5-4,279,1996.012,1996
Idaho,2,3,0,2-3,279,1996.012,1996
Illinois,2,7,0,2-7,279,1996.012,1996
Indiana,2,7,0,2-7,279,1996.012,1996
Iowa,6,3,0,6-3,279,1996.012,1996
Iowa State,1,7,0,1-7,279,1996.012,1996
Kansas,4,5,0,4-5,279,1996.012,1996
Kansas State,7,1,0,7-1,279,1996.012,1996
Kent State,1,8,0,1-8,279,1996.012,1996
Kentucky,3,6,0,3-6,279,1996.012,1996
LSU,6,2,0,6-2,279,1996.012,1996
Louisiana,5,5,0,5-5,279,1996.012,1996
Louisiana Tech,5,5,0,5-5,279,1996.012,1996
Louisville,5,5,0,5-5,279,1996.012,1996
Maryland,4,5,0,4-5,279,1996.012,1996
Memphis,4,6,0,4-6,279,1996.012,1996
Miami,5,2,0,5-2,279,1996.012,1996
Miami (OH),6,5,0,6-5,279,1996.012,1996
Michigan,7,2,0,7-2,279,1996.012,1996
Michigan State,6,4,0,6-4,279,1996.012,1996
Minnesota,3,6,0,3-6,279,1996.012,1996
Mississippi State,3,5,0,3-5,279,1996.012,1996
Missouri,3,6,0,3-6,279,1996.012,1996
NC State,2,6,0,2-6,279,1996.012,1996
Navy,5,2,0,5-2,279,1996.012,1996
Nebraska,8,1,0,8-1,279,1996.012,1996
Nevada,6,3,0,6-3,279,1996.012,1996
New Mexico,4,5,0,4-5,279,1996.012,1996
New Mexico State,0,8,0,0-8,279,1996.012,1996
North Carolina,8,1,0,8-1,279,1996.012,1996
North Texas,3,6,0,3-6,279,1996.012,1996
Northern Illinois,1,8,0,1-8,279,1996.012,1996
Northwestern,8,2,0,8-2,279,1996.012,1996
Notre Dame,6,2,0,6-2,279,1996.012,1996
Ohio,6,4,0,6-4,279,1996.012,1996
Ohio State,9,0,0,9-0,279,1996.012,1996
Oklahoma,3,6,0,3-6,279,1996.012,1996
Oklahoma State,3,6,0,3-6,279,1996.012,1996
Ole Miss,2,4,0,2-4,279,1996.012,1996
Oregon,4,5,0,4-5,279,1996.012,1996
Oregon State,1,7,0,1-7,279,1996.012,1996
Penn State,8,2,0,8-2,279,1996.012,1996
Pittsburgh,3,6,0,3-6,279,1996.012,1996
Purdue,3,6,0,3-6,279,1996.012,1996
Rice,5,4,0,5-4,279,1996.012,1996
Rutgers,1,7,0,1-7,279,1996.012,1996
SMU,4,6,0,4-6,279,1996.012,1996
San Diego State,6,2,0,6-2,279,1996.012,1996
San José State,2,8,0,2-8,279,1996.012,1996
